,Time[sec],u[ft/s],v[ft/s],w[ft/s],p[rad/s],q[rad/s],r[rad/s],x[ft],y[ft],Altitude[ft],Bank_Angle[deg],Elevation_Angle[deg],Heading_Angle[deg],Gust_xf[ft/s],Gust_yf[ft/s],Gust_zf[ft/s]
1403,70.15,13.77237163123,0.0,-0.005449950277219,0.0,0.001772228193921,0.0,964.0673353168,0.0,4731.124303637,0.0,-1.770276059817,0.0,-0.0,0.0,-0.0
1404,70.2,13.77264061476,0.0,-0.005523950268873,0.0,0.001837386276159,0.0,964.7556420157,0.0,4731.103335698,0.0,-1.765102943292,0.0,-0.0,0.0,-0.0
1405,70.25,13.7727560587,0.0,-0.005562010518513,0.0,0.001890970952414,0.0,965.4439603311,0.0,4731.082433465,0.0,-1.75975966931,0.0,-0.0,0.0,-0.0
1406,70.3,13.77271802561,0.0,-0.005564101453624,0.0,0.001932721350924,0.0,966.1322825815,0.0,4731.061597221,0.0,-1.754279784403,0.0,-0.0,0.0,-0.0
1407,70.35,13.77252751893,0.0,-0.005530412710918,0.0,0.001962450391961,0.0,966.8206011001,0.0,4731.040826844,0.0,-1.748697476964,0.0,-0.0,0.0,-0.0
1408,70.4,13.77218647168,0.0,-0.005461350754087,0.0,0.001980045456207,0.0,967.5089082814,0.0,4731.020121806,0.0,-1.743047364774,0.0,-0.0,0.0,-0.0
1409,70.45,13.77169772964,0.0,-0.005357535219692,0.0,0.001985468603592,0.0,968.1971966279,0.0,4730.999481185,0.0,-1.737364281277,0.0,0.0,-0.0,-0.0
1410,70.5,13.77106502897,0.0,-0.005219794018861,0.0,0.001978756344956,0.0,968.8854587955,0.0,4730.978903668,0.0,-1.731683061855,0.0,0.0,-0.0,-0.0
1411,70.55,13.77029296854,0.0,-0.005049157228865,0.0,0.001960018971342,0.0,969.573687638,0.0,4730.95838756,0.0,-1.7260383314,0.0,0.0,-0.0,-0.0
1412,70.6,13.76938697713,0.0,-0.004846849814934,0.0,0.001929439448064,0.0,970.2618762497,0.0,4730.937930803,0.0,-1.720464294429,0.0,0.0,-0.0,-0.0
1413,70.65,13.7683532757,0.0,-0.004614283228745,0.0,0.001887271882971,0.0,970.9500180066,0.0,4730.917530985,0.0,-1.714994528981,0.0,0.0,-0.0,-0.0
1414,70.7,13.76719883498,0.0,-0.004353045935907,0.0,0.001833839580552,0.0,971.6381066058,0.0,4730.897185358,0.0,-1.709661785501,0.0,0.0,-0.0,-0.0
1415,70.75,13.76593132881,0.0,-0.004064892930455,0.0,0.001769532695664,0.0,972.3261361022,0.0,4730.876890862,0.0,-1.704497791872,0.0,0.0,-0.0,-0.0
1416,70.8,13.76455908319,0.0,-0.003751734299791,0.0,0.001694805502694,0.0,973.0141009432,0.0,4730.856644137,0.0,-1.699533065724,0.0,0.0,-0.0,-0.0
1417,70.85,13.76309102182,0.0,-0.003415622908708,0.0,0.001610173297976,0.0,973.7019960009,0.0,4730.836441552,0.0,-1.694796735095,0.0,0.0,-0.0,0.0
1418,70.9,13.76153660806,0.0,-0.00305874127601,0.0,0.001516208955133,0.0,974.3898166007,0.0,4730.816279229,0.0,-1.690316368476,0.0,0.0,-0.0,0.0
1419,70.95,13.75990578398,0.0,-0.002683387721853,0.0,0.001413539154805,0.0,975.0775585481,0.0,4730.796153064,0.0,-1.686117815182,0.0,0.0,-0.0,0.0
1420,71.0,13.75820890675,0.0,-0.002291961868148,0.0,0.00130284031191,0.0,975.7652181515,0.0,4730.776058759,0.0,-1.682225056976,0.0,-0.0,-0.0,0.0
1421,71.05,13.75645668275,0.0,-0.001886949578256,0.0,0.001184834225164,0.0,976.4527922419,0.0,4730.755991845,0.0,-1.678660071759,0.0,-0.0,-0.0,0.0
1422,71.1,13.7546600999,0.0,-0.001470907425619,0.0,0.00106028347504,0.0,977.1402781899,0.0,4730.735947715,0.0,-1.675442710086,0.0,-0.0,-0.0,0.0
1423,71.15,13.75283035863,0.0,-0.00104644678394,0.0,0.0009299865976833,0.0,977.8276739186,0.0,4730.71592165,0.0,-1.672590585203,0.0,-0.0,-0.0,0.0
1424,71.2,13.75097880178,0.0,-0.0006162176338136,0.0,0.0007947730635111,0.0,978.5149779131,0.0,4730.695908851,0.0,-1.670118977187,0.0,-0.0,-0.0,0.0
1425,71.25,13.74911684406,0.0,-0.0001828921817716,0.0,0.0006554980902315,0.0,979.2021892269,0.0,4730.675904468,0.0,-1.668040751723,0.0,-0.0,-0.0,0.0
1426,71.3,13.74725590117,0.0,0.0002508516202394,0.0,0.0005130373205214,0.0,979.8893074841,0.0,4730.655903629,0.0,-1.666366293936,0.0,-0.0,-0.0,0.0
1427,71.35,13.74540731918,0.0,0.0006823465970768,0.0,0.0003682813932425,0.0,980.576332879,0.0,4730.635901474,0.0,-1.665103457633,0.0,-0.0,-0.0,0.0
1428,71.4,13.74358230651,0.0,0.00110895258443,0.0,0.0002221304441823,0.0,981.2632661711,0.0,4730.61589318,0.0,-1.664257530212,0.0,-0.0,-0.0,0.0
1429,71.45,13.74179186506,0.0,0.001528072453585,0.0,7.548858193404e-05,0.0,981.9501086775,0.0,4730.595873996,0.0,-1.663831213358,0.0,-0.0,-0.0,0.0
1430,71.5,13.7400467234,0.0,0.001937167941891,0.0,-7.074164137659e-05,0.0,982.6368622617,0.0,4730.575839266,0.0,-1.663824619588,0.0,-0.0,0.0,0.0
1431,71.55,13.73835727215,0.0,0.002333775068971,0.0,-0.0002156647356429,0.0,983.3235293189,0.0,4730.555784461,0.0,-1.664235284608,0.0,-0.0,0.0,0.0
1432,71.6,13.73673350169,0.0,0.002715519037126,0.0,-0.0003583977194614,0.0,984.0101127581,0.0,4730.535705205,0.0,-1.665058195358,0.0,0.0,0.0,0.0
1433,71.65,13.73518494279,0.0,0.003080128525166,0.0,-0.0004980754737781,0.0,984.6966159817,0.0,4730.515597301,0.0,-1.666285833548,0.0,0.0,0.0,0.0
1434,71.7,13.73372061037,0.0,0.003425449288551,0.0,-0.000633855969315,0.0,985.3830428613,0.0,4730.495456754,0.0,-1.667908234348,0.0,0.0,0.0,0.0
1435,71.75,13.73234895072,0.0,0.003749456982127,0.0,-0.000764925335601,0.0,986.0693977113,0.0,4730.475279797,0.0,-1.669913059839,0.0,0.0,0.0,0.0
1436,71.8,13.73107779255,0.0,0.004050269125918,0.0,-0.0008905027404806,0.0,986.7556852603,0.0,4730.455062912,0.0,-1.672285686719,0.0,0.0,0.0,0.0
1437,71.85,13.72991430215,0.0,0.004326156139389,0.0,-0.001009845050133,0.0,987.4419106191,0.0,4730.434802848,0.0,-1.675009307686,0.0,0.0,0.0,0.0
1438,71.9,13.72886494281,0.0,0.00457555137537,0.0,-0.001122251240936,0.0,988.1280792472,0.0,4730.414496641,0.0,-1.67806504581,0.0,0.0,0.0,0.0
1439,71.95,13.72793543896,0.0,0.004797060091245,0.0,-0.001227066536003,0.0,988.8141969177,0.0,4730.394141632,0.0,-1.681432081173,0.0,0.0,0.0,0.0
1440,72.0,13.72713074491,0.0,0.004989467301992,0.0,-0.001323686240846,0.0,989.5002696793,0.0,4730.373735476,0.0,-1.685087788916,0.0,0.0,0.0,0.0
1441,72.05,13.72645501871,0.0,0.00515174446718,0.0,-0.00141155925452,0.0,990.1863038184,0.0,4730.353276161,0.0,-1.689007887832,0.0,0.0,0.0,0.0
1442,72.1,13.72591160091,0.0,0.005283054971885,0.0,-0.001490191234559,0.0,990.8723058184,0.0,4730.332762014,0.0,-1.693166598512,0.0,0.0,0.0,0.0
1443,72.15,13.72550299866,0.0,0.005382758369798,0.0,-0.001559147396273,0.0,991.5582823191,0.0,4730.31219171,0.0,-1.69753681005,0.0,-0.0,0.0,0.0
1444,72.2,13.72523087494,0.0,0.005450413365274,0.0,-0.001618054929272,0.0,992.244240075,0.0,4730.291564279,0.0,-1.702090254216,0.0,-0.0,0.0,0.0
1445,72.25,13.72509604313,0.0,0.005485779519816,0.0,-0.001666605016611,0.0,992.9301859131,0.0,4730.27087911,0.0,-1.706797685987,0.0,-0.0,0.0,0.0
1446,72.3,13.72509846689,0.0,0.005488817677289,0.0,-0.001704554444545,0.0,993.6161266906,0.0,4730.25013595,0.0,-1.711629069279,0.0,-0.0,0.0,0.0
1447,72.35,13.72523726522,0.0,0.005459689111063,0.0,-0.001731726793606,0.0,994.3020692526,0.0,4730.229334908,0.0,-1.716553766696,0.0,-0.0,0.0,-0.0
1448,72.4,13.72551072277,0.0,0.005398753405072,0.0,-0.001748013204536,0.0,994.98802039,0.0,4730.208476446,0.0,-1.721540732078,0.0,-0.0,0.0,-0.0
1449,72.45,13.72591630524,0.0,0.005306565089487,0.0,-0.001753372715432,0.0,995.6739867986,0.0,4730.187561381,0.0,-1.726558704633,0.0,-0.0,0.0,-0.0
1450,72.5,13.72645067974,0.0,0.005183869060191,0.0,-0.001747832169412,0.0,996.3599750379,0.0,4730.166590873,0.0,-1.731576403418,0.0,-0.0,0.0,-0.0
1451,72.55,13.72710973993,0.0,0.00503159481949,0.0,-0.001731485694965,0.0,997.0459914918,0.0,4730.145566419,0.0,-1.736562720943,0.0,-0.0,-0.0,-0.0
1452,72.6,13.72788863581,0.0,0.004850849583312,0.0,-0.001704493764112,0.0,997.7320423308,0.0,4730.124489838,0.0,-1.741486914683,0.0,-0.0,-0.0,-0.0
1453,72.65,13.72878180794,0.0,0.004642910307664,0.0,-0.001667081836299,0.0,998.4181334748,0.0,4730.103363265,0.0,-1.746318795288,0.0,-0.0,-0.0,-0.0
1454,72.7,13.72978302578,0.0,0.004409214694036,0.0,-0.001619538598796,0.0,999.1042705584,0.0,4730.082189128,0.0,-1.751028910337,0.0,-0.0,-0.0,-0.0
1455,72.75,13.73088542996,0.0,0.00415135123995,0.0,-0.001562213817057,0.0,999.790458898,0.0,4730.060970138,0.0,-1.755588722482,0.0,0.0,-0.0,-0.0
1456,72.8,13.73208157813,0.0,0.00387104840666,0.0,-0.001495515811104,0.0,1000.476703461,0.0,4730.039709267,0.0,-1.759970780899,0.0,0.0,-0.0,-0.0
1457,72.85,13.73336349419,0.0,0.003570162981318,0.0,-0.001419908576467,0.0,1001.163008836,0.0,4730.018409733,0.0,-1.764148884988,0.0,0.0,-0.0,-0.0
1458,72.9,13.73472272044,0.0,0.003250667715462,0.0,-0.001335908570521,0.0,1001.84937921,0.0,4729.997074973,0.0,-1.768098239353,0.0,0.0,-0.0,-0.0
1459,72.95,13.73615037235,0.0,0.002914638325665,0.0,-0.001244081187206,0.0,1002.535818341,0.0,4729.975708625,0.0,-1.771795599107,0.0,0.0,-0.0,-0.0
1460,73.0,13.73763719573,0.0,0.002564239945356,0.0,-0.00114503694506,0.0,1003.22232954,0.0,4729.954314503,0.0,-1.775219404679,0.0,0.0,-0.0,-0.0
1461,73.05,13.73917362566,0.0,0.002201713119416,0.0,-0.001039427415252,0.0,1003.908915651,0.0,4729.932896576,0.0,-1.778349905304,0.0,0.0,-0.0,-0.0
1462,73.1,13.74074984712,0.0,0.001829359434943,0.0,-0.0009279409178212,0.0,1004.59557904,0.0,4729.911458937,0.0,-1.781169270526,0.0,0.0,-0.0,-0.0
1463,73.15,13.74235585668,0.0,0.001449526882766,0.0,-0.0008112980156472,0.0,1005.282321579,0.0,4729.890005784,0.0,-1.783661689058,0.0,0.0,-0.0,-0.0
1464,73.2,13.743981525,0.0,0.001064595044805,0.0,-0.0006902468367383,0.0,1005.969144638,0.0,4729.868541388,0.0,-1.785813454493,0.0,0.0,-0.0,-0.0
1465,73.25,13.74561665971,0.0,0.0006769602022947,0.0,-0.0005655582562904,0.0,1006.656049082,0.0,4729.847070071,0.0,-1.787613037398,0.0,0.0,-0.0,-0.0
1466,73.3,13.74725106832,0.0,0.0002890204596033,0.0,-0.0004380209705841,0.0,1007.343035265,0.0,4729.825596175,0.0,-1.789051143451,0.0,-0.0,-0.0,-0.0
1467,73.35,13.74887462059,0.0,-9.683902020009e-05,0.0,-0.0003084364953138,0.0,1008.030103033,0.0,4729.804124039,0.0,-1.790120757335,0.0,-0.0,-0.0,-0.0
1468,73.4,13.75047730989,0.0,-0.0004782605312504,0.0,-0.0001776141228638,0.0,1008.717251728,0.0,4729.782657973,0.0,-1.790817172253,0.0,-0.0,-0.0,-0.0
1469,73.45,13.7520493148,0.0,-0.0008529281395782,0.0,-4.636587118576e-05,0.0,1009.404480192,0.0,4729.761202226,0.0,-1.791138004973,0.0,-0.0,-0.0,-0.0
1470,73.5,13.75358105827,0.0,-0.001218581732437,0.0,8.449855657194e-05,0.0,1010.091786781,0.0,4729.739760966,0.0,-1.791083196399,0.0,-0.0,-0.0,-0.0
1471,73.55,13.75506326457,0.0,-0.001573030480424,0.0,0.0002141767644477,0.0,1010.779169372,0.0,4729.718338254,0.0,-1.790654997785,0.0,-0.0,-0.0,-0.0
1472,73.6,13.75648701443,0.0,-0.001914165754627,0.0,0.0003418785683376,0.0,1011.466625386,0.0,4729.696938016,0.0,-1.789857942743,0.0,-0.0,0.0,-0.0
1473,73.65,13.75784379755,0.0,-0.002239973451079,0.0,0.0004668307848083,0.0,1012.154151801,0.0,4729.675564024,0.0,-1.788698805371,0.0,-0.0,0.0,-0.0
1474,73.7,13.75912556242,0.0,-0.002548545652287,0.0,0.0005882818768184,0.0,1012.841745172,0.0,4729.65421987,0.0,-1.787186544858,0.0,-0.0,0.0,-0.0
1475,73.75,13.76032476304,0.0,-0.002838091559836,0.0,0.0007055064297975,0.0,1013.529401662,0.0,4729.632908947,0.0,-1.785332237018,0.0,-0.0,0.0,-0.0
1476,73.8,13.76143440221,0.0,-0.003106947638051,0.0,0.0008178094325633,0.0,1014.217117058,0.0,4729.611634429,0.0,-1.78314899327,0.0,0.0,0.0,-0.0
1477,73.85,13.76244807133,0.0,-0.003353586914721,0.0,0.0009245303388898,0.0,1014.904886807,0.0,4729.590399252,0.0,-1.780651867668,0.0,0.0,0.0,-0.0
1478,73.9,13.76335998629,0.0,-0.003576627390959,0.0,0.001025046887104,0.0,1015.59270604,0.0,4729.569206097,0.0,-1.777857752636,0.0,0.0,0.0,0.0
1479,73.95,13.76416501939,0.0,-0.003774839518221,0.0,0.001118778656813,0.0,1016.280569607,0.0,4729.548057375,0.0,-1.774785264127,0.0,0.0,0.0,0.0
1480,74.0,13.76485872704,0.0,-0.003947152706447,0.0,0.001205190343708,0.0,1016.968472109,0.0,4729.526955212,0.0,-1.771454617,0.0,0.0,0.0,0.0
1481,74.05,13.76543737321,0.0,-0.004092660833253,0.0,0.001283794735343,0.0,1017.656407935,0.0,4729.505901443,0.0,-1.767887491436,0.0,0.0,0.0,0.0
1482,74.1,13.7658979483,0.0,-0.004210626730044,0.0,0.001354155372756,0.0,1018.344371292,0.0,4729.484897594,0.0,-1.764106891271,0.0,0.0,0.0,0.0
1483,74.15,13.76623818358,0.0,-0.004300485626846,0.0,0.001415888884892,0.0,1019.032356247,0.0,4729.46394488,0.0,-1.760136995184,0.0,0.0,0.0,0.0
1484,74.2,13.766456561,0.0,-0.004361847543636,0.0,0.001468666984813,0.0,1019.720356763,0.0,4729.443044197,0.0,-1.75600300166,0.0,0.0,0.0,0.0
1485,74.25,13.7665523183,0.0,-0.004394498621804,0.0,0.001512218118839,0.0,1020.408366734,0.0,4729.422196119,0.0,-1.751730968746,0.0,0.0,0.0,0.0
1486,74.3,13.76652544959,0.0,-0.004398401395253,0.0,0.001546328761797,0.0,1021.096380027,0.0,4729.401400895,0.0,-1.74734764958,0.0,0.0,0.0,0.0
1487,74.35,13.7663767012,0.0,-0.004373694006458,0.0,0.00157084435374,0.0,1021.784390515,0.0,4729.380658452,0.0,-1.742880324723,0.0,0.0,0.0,0.0
1488,74.4,13.76610756302,0.0,-0.004320688378467,0.0,0.001585669875491,0.0,1022.47239212,0.0,4729.359968393,0.0,-1.738356632327,0.0,0.0,0.0,0.0
1489,74.45,13.76572025528,0.0,-0.004239867359501,0.0,0.00159077006253,0.0,1023.160378848,0.0,4729.339330005,0.0,-1.733804397168,0.0,0.0,0.0,0.0
1490,74.5,13.76521771103,0.0,-0.004131880862242,0.0,0.001586169258686,0.0,1023.848344821,0.0,4729.318742261,0.0,-1.72925145959,0.0,0.0,0.0,0.0
1491,74.55,13.76460355424,0.0,-0.003997541025325,0.0,0.001571950913173,0.0,1024.53628432,0.0,4729.298203834,0.0,-1.724725505368,0.0,0.0,0.0,0.0
1492,74.6,13.76388207385,0.0,-0.003837816429733,0.0,0.001548256726398,0.0,1025.224191814,0.0,4729.277713102,0.0,-1.720253897532,0.0,0.0,0.0,0.0
1493,74.65,13.76305819389,0.0,-0.003653825407873,0.0,0.001515285451922,0.0,1025.912061995,0.0,4729.257268161,0.0,-1.715863511121,0.0,0.0,-0.0,0.0
1494,74.7,13.76213743982,0.0,-0.003446828487968,0.0,0.001473291363765,0.0,1026.599889809,0.0,4729.23686684,0.0,-1.711580571852,0.0,0.0,-0.0,0.0
1495,74.75,13.7611259014,0.0,-0.0032182200211,0.0,0.00142258240005,0.0,1027.287670487,0.0,4729.216506712,0.0,-1.707430499654,0.0,0.0,-0.0,0.0
1496,74.8,13.76003019226,0.0,-0.002969519042669,0.0,0.00136351799569,0.0,1027.975399568,0.0,4729.196185117,0.0,-1.70343775796,0.0,0.0,-0.0,0.0
1497,74.85,13.75885740651,0.0,-0.002702359424266,0.0,0.001296506618466,0.0,1028.663072932,0.0,4729.175899172,0.0,-1.699625709641,0.0,0.0,-0.0,0.0
1498,74.9,13.75761507255,0.0,-0.002418479375929,0.0,0.001222003024406,0.0,1029.350686817,0.0,4729.155645797,0.0,-1.696016480404,0.0,0.0,-0.0,0.0
1499,74.95,13.75631110454,0.0,-0.002119710362383,0.0,0.001140505249857,0.0,1030.038237843,0.0,4729.135421731,0.0,-1.692630830431,0.0,0.0,-0.0,0.0
1500,75.0,13.75495375166,0.0,-0.001807965500274,0.0,0.001052551359035,0.0,1030.725723031,0.0,4729.115223554,0.0,-1.689488034999,0.0,0.0,-0.0,0.0
1501,75.05,13.75355154563,0.0,-0.00148522750642,0.0,0.0009587159671386,0.0,1031.413139818,0.0,4729.095047711,0.0,-1.68660577473,0.0,0.0,-0.0,0.0
1502,75.1,13.75211324677,0.0,-0.001153536269757,0.0,0.0008596065602917,0.0,1032.10048607,0.0,4729.074890532,0.0,-1.684000036113,0.0,0.0,-0.0,0.0
1503,75.15,13.75064778884,0.0,-0.0008149761219302,0.0,0.000755859634693,0.0,1032.787760096,0.0,4729.054748257,0.0,-1.68168502282,0.0,0.0,-0.0,0.0
1504,75.2,13.74916422322,0.0,-0.0004716628831552,0.0,0.0006481366782923,0.0,1033.47496065,0.0,4729.034617059,0.0,-1.679673078322,0.0,0.0,-0.0,0.0
1505,75.25,13.7476716625,0.0,-0.000125730760719,0.0,0.0005371200191418,0.0,1034.162086942,0.0,4729.014493071,0.0,-1.677974620211,0.0,0.0,-0.0,0.0
1506,75.3,13.74617922396,0.0,0.0002206808302244,0.0,0.000423508564916,0.0,1034.849138635,0.0,4728.994372404,0.0,-1.676598086577,0.0,0.0,-0.0,0.0
1507,75.35,13.74469597322,0.0,0.0005654404667171,0.0,0.0003080134572396,0.0,1035.536115851,0.0,4728.974251176,0.0,-1.675549894717,0.0,0.0,-0.0,0.0
1508,75.4,13.74323086974,0.0,0.0009064376943651,0.0,0.0001913536702911,0.0,1036.223019161,0.0,4728.954125536,0.0,-1.674834412386,0.0,0.0,-0.0,0.0
1509,75.45,13.74179271181,0.0,0.001241595846756,0.0,7.425158853779e-05,0.0,1036.909849582,0.0,4728.933991683,0.0,-1.674453941686,0.0,0.0,-0.0,0.0
1510,75.5,13.74039008317,0.0,0.001568884690648,0.0,-4.257141962355e-05,0.0,1037.59660857,0.0,4728.913845895,0.0,-1.674408715643,0.0,0.0,-0.0,0.0
1511,75.55,13.73903130125,0.0,0.001886332736911,0.0,-0.0001583994081762,0.0,1038.283298003,0.0,4728.893684547,0.0,-1.674696907433,0.0,0.0,-0.0,0.0
1512,75.6,13.73772436743,0.0,0.002192039138247,0.0,-0.0002725262117179,0.0,1038.969920175,0.0,4728.873504134,0.0,-1.675314652177,0.0,0.0,-0.0,0.0
1513,75.65,13.73647691945,0.0,0.002484185101835,0.0,-0.0003842597283832,0.0,1039.656477771,0.0,4728.853301292,0.0,-1.676256081114,0.0,0.0,-0.0,0.0
1514,75.7,13.73529618631,0.0,0.002761044747956,0.0,-0.0004929261010154,0.0,1040.342973855,0.0,4728.83307282,0.0,-1.67751336791,0.0,0.0,0.0,0.0
1515,75.75,13.73418894606,0.0,0.003020995348546,0.0,-0.0005978737709693,0.0,1041.029411845,0.0,4728.812815694,0.0,-1.679076786761,0.0,0.0,0.0,0.0
1516,75.8,13.73316148642,0.0,0.003262526883014,0.0,-0.0006984773797984,0.0,1041.715795492,0.0,4728.792527088,0.0,-1.680934781903,0.0,0.0,0.0,0.0
1517,75.85,13.73221956883,0.0,0.003484250852764,0.0,-0.000794141495042,0.0,1042.402128854,0.0,4728.772204389,0.0,-1.683074048054,0.0,0.0,0.0,0.0
1518,75.9,13.7313683958,0.0,0.003684908300442,0.0,-0.0008843041374082,0.0,1043.088416271,0.0,4728.751845211,0.0,-1.685479621243,0.0,0.0,0.0,0.0
1519,75.95,13.73061258202,0.0,0.003863376985068,0.0,-0.000968440087866,0.0,1043.774662333,0.0,4728.731447411,0.0,-1.688134979446,0.0,0.0,0.0,0.0
1520,76.0,13.72995612917,0.0,0.00401867766969,0.0,-0.001046063954514,0.0,1044.460871854,0.0,4728.711009098,0.0,-1.69102215234,0.0,0.0,0.0,0.0
1521,76.05,13.7294024047,0.0,0.004149979484147,0.0,-0.001116732980584,0.0,1045.14704984,0.0,4728.690528642,0.0,-1.694121839492,0.0,0.0,0.0,0.0
1522,76.1,13.72895412466,0.0,0.004256604331648,0.0,-0.001180049576578,0.0,1045.833201457,0.0,4728.670004687,0.0,-1.69741353619,0.0,-0.0,0.0,0.0
1523,76.15,13.72861334063,0.0,0.004338030314367,0.0,-0.001235663561264,0.0,1046.519331998,0.0,4728.649436153,0.0,-1.700875666123,0.0,-0.0,0.0,0.0
1524,76.2,13.72838143086,0.0,0.004393894159857,0.0,-0.001283274098166,0.0,1047.20544685,0.0,4728.628822245,0.0,-1.704485720039,0.0,-0.0,0.0,0.0
1525,76.25,13.72825909555,0.0,0.004423992636861,0.0,-0.001322631316114,0.0,1047.891551461,0.0,4728.608162452,0.0,-1.708220399511,0.0,-0.0,0.0,0.0
1526,76.3,13.72824635648,0.0,0.004428282955956,0.0,-0.001353537604504,0.0,1048.577651306,0.0,4728.587456551,0.0,-1.712055764868,0.0,-0.0,0.0,0.0
1527,76.35,13.72834256068,0.0,0.004406882157325,0.0,-0.001375848576065,0.0,1049.263751851,0.0,4728.566704608,0.0,-1.715967386375,0.0,-0.0,0.0,0.0
1528,76.4,13.72854638835,0.0,0.004360065494794,0.0,-0.001389473692094,0.0,1049.949858522,0.0,4728.545906972,0.0,-1.719930497684,0.0,-0.0,0.0,0.0
1529,76.45,13.7288558648,0.0,0.004288263832022,0.0,-0.001394376547386,0.0,1050.635976674,0.0,4728.525064275,0.0,-1.723920150583,0.0,-0.0,0.0,0.0
1530,76.5,13.72926837641,0.0,0.004192060073295,0.0,-0.001390574814336,0.0,1051.322111552,0.0,4728.504177425,0.0,-1.727911370083,0.0,-0.0,0.0,0.0
1531,76.55,13.72978069034,0.0,0.004072184657801,0.0,-0.001378139847952,0.0,1052.008268265,0.0,4728.483247598,0.0,-1.73187930885,0.0,-0.0,0.0,0.0
1532,76.6,13.73038897808,0.0,0.003929510152362,0.0,-0.001357195955791,0.0,1052.694451752,0.0,4728.462276231,0.0,-1.73579940003,0.0,-0.0,0.0,0.0
1533,76.65,13.73108884241,0.0,0.003765044983414,0.0,-0.001327919339023,0.0,1053.380666757,0.0,4728.44126501,0.0,-1.739647507509,0.0,-0.0,0.0,0.0
1534,76.7,13.73187534775,0.0,0.00357992635454,0.0,-0.001290536713047,0.0,1054.066917796,0.0,4728.420215862,0.0,-1.743400072672,0.0,-0.0,0.0,-0.0
1535,76.75,13.73274305368,0.0,0.00337541240087,0.0,-0.001245323618137,0.0,1054.753209132,0.0,4728.399130935,0.0,-1.747034256772,0.0,-0.0,-0.0,-0.0
1536,76.8,13.73368605129,0.0,0.003152873636378,0.0,-0.001192602432668,0.0,1055.439544753,0.0,4728.378012593,0.0,-1.750528078027,0.0,-0.0,-0.0,-0.0
1537,76.85,13.73469800227,0.0,0.002913783754223,0.0,-0.001132740103375,0.0,1056.125928345,0.0,4728.356863391,0.0,-1.753860542612,0.0,-0.0,-0.0,-0.0
1538,76.9,13.73577218035,0.0,0.002659709844045,0.0,-0.001066145608887,0.0,1056.812363274,0.0,4728.335686066,0.0,-1.757011768769,0.0,-0.0,-0.0,-0.0
1539,76.95,13.73690151491,0.0,0.002392302093274,0.0,-0.0009932671744876,0.0,1057.498852566,0.0,4728.314483513,0.0,-1.759963103288,0.0,-0.0,-0.0,-0.0
1540,77.0,13.73807863643,0.0,0.002113283042196,0.0,-0.000914589257578,0.0,1058.18539889,0.0,4728.293258771,0.0,-1.762697229672,0.0,-0.0,-0.0,-0.0
1541,77.05,13.73929592349,0.0,0.00182443646468,0.0,-0.0008306293246762,0.0,1058.872004544,0.0,4728.272015003,0.0,-1.765198267366,0.0,-0.0,-0.0,-0.0
1542,77.1,13.74054555108,0.0,0.001527595948056,0.0,-0.000741934442045,0.0,1059.558671445,0.0,4728.250755474,0.0,-1.76745186148,0.0,-0.0,-0.0,-0.0
1543,77.15,13.7418195398,0.0,0.001224633246767,0.0,-0.00064907770306,0.0,1060.245401113,0.0,4728.229483532,0.0,-1.769445262503,0.0,-0.0,-0.0,-0.0
1544,77.2,13.74310980575,0.0,0.0009174464849521,0.0,-0.0005526545163192,0.0,1060.932194672,0.0,4728.208202585,0.0,-1.771167395582,0.0,-0.0,-0.0,-0.0
1545,77.25,13.7444082108,0.0,0.0006079482832944,0.0,-0.0004532787791904,0.0,1061.619052839,0.0,4728.186916085,0.0,-1.772608918991,0.0,-0.0,-0.0,-0.0
1546,77.3,13.74570661276,0.0,0.0002980538852625,0.0,-0.0003515789620288,0.0,1062.305975927,0.0,4728.1656275,0.0,-1.773762271505,0.0,-0.0,-0.0,-0.0
1547,77.35,13.74699691542,0.0,-1.033064179039e-05,0.0,-0.0002481941286965,0.0,1062.992963839,0.0,4728.144340297,0.0,-1.774621708467,0.0,-0.0,-0.0,-0.0
1548,77.4,13.74827111756,0.0,-0.0003153200350939,0.0,-0.000143769920027,0.0,1063.680016077,0.0,4728.12305792,0.0,-1.775183326382,0.0,-0.0,-0.0,-0.0
1549,77.45,13.74952136201,0.0,-0.0006150612623148,0.0,-3.895452726503e-05,0.0,1064.367131744,0.0,4728.101783767,0.0,-1.775445075994,0.0,-0.0,-0.0,-0.0
1550,77.5,13.75073998329,0.0,-0.0009077447831187,0.0,6.560532678589e-05,0.0,1065.054309552,0.0,4728.080521174,0.0,-1.775406763831,0.0,-0.0,-0.0,-0.0
1551,77.55,13.75191955322,0.0,-0.001191615368983,0.0,0.0001692683744772,0.0,1065.741547833,0.0,4728.059273387,0.0,-1.775070042277,0.0,-0.0,-0.0,-0.0
1552,77.6,13.75305292512,0.0,-0.001464982483927,0.0,0.0002714027246229,0.0,1066.42884455,0.0,4728.038043552,0.0,-1.774438388306,0.0,-0.0,-0.0,-0.0
1553,77.65,13.75413327593,0.0,-0.001726230200001,0.0,0.0003713896952276,0.0,1067.116197313,0.0,4728.016834689,0.0,-1.773517071111,0.0,-0.0,-0.0,-0.0
1554,77.7,13.75515414624,0.0,-0.00197382659107,0.0,0.000468627535757,0.0,1067.803603395,0.0,4727.995649677,0.0,-1.772313108897,0.0,-0.0,-0.0,-0.0
