,index,Id,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Complain,Marital_Status_Absurd,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Enrollment_Month,Enrollment_Year,Enrollment_Day,Num_Users_Total,TotalVisitsWeb,TotalMntMeat,TotalMntWine,TotalMntFruit,Average_Uses,Average_Meat,Average_Wine,Average_Fruit
534,1085,6318,1988,Graduation,Married,68487.0,0,0,2013-01-13,48,758,12,385,33,89,89,1,9,7,13,4,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,1,2013,13,535,3326,103355,203470,15876,6.216822429906542,193.18691588785046,380.31775700934577,29.674766355140186
999,960,6320,1976,Master,Single,70893.0,0,0,2013-06-02,42,768,44,561,77,44,14,1,6,6,10,3,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,6,2013,2,1000,5827,188476,352239,28834,5.827,188.476,352.239,28.834
1645,1965,6327,1967,Graduation,Together,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,12,2013,19,1646,9217,287513,540222,44593,5.599635479951397,174.6737545565006,328.20291616038884,27.091737545565007
2065,1251,6336,1960,Graduation,Married,29315.0,1,1,2014-06-04,55,13,2,14,8,7,4,4,2,0,4,6,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,6,2014,4,2066,11139,349161,642012,54668,5.391577928363988,169.00338818973862,310.7512100677638,26.46079380445305
1465,1180,6340,1985,Graduation,Single,29938.0,1,0,2013-10-27,52,3,3,7,0,2,11,2,1,0,3,6,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,10,2013,27,1466,8319,254676,481341,40072,5.67462482946794,173.72169167803548,328.3362892223738,27.33424283765348
1904,151,6343,1959,Graduation,Married,79823.0,0,1,2014-03-31,6,835,73,380,114,73,43,1,6,9,7,2,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,3,2014,31,1905,10422,326867,606361,51218,5.470866141732284,171.58372703412073,318.2997375328084,26.886089238845145
1080,601,6347,1979,Basic,Single,15862.0,1,0,2013-06-27,26,1,1,4,11,9,10,1,1,0,3,8,0,0,False,False,False,False,True,False,False,False,False,True,False,False,False,6,2013,27,1081,6276,198718,370571,30383,5.805735430157262,183.82793709528215,342.80388529139685,28.106382978723403
1016,1601,6349,1987,Master,Divorced,61787.0,0,0,2013-06-07,71,621,73,414,78,48,85,1,8,4,6,5,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,6,2013,7,1017,5941,190245,356160,29197,5.8416912487708945,187.06489675516224,350.20648967551625,28.708947885939036
197,1171,6354,1984,Graduation,Together,15345.0,1,0,2012-08-31,51,5,2,16,3,2,19,2,1,1,2,8,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,8,2012,31,198,1327,33585,71948,5527,6.702020202020202,169.62121212121212,363.37373737373736,27.914141414141415
2079,431,6355,1978,Graduation,Married,44359.0,1,1,2014-06-17,19,20,0,14,7,3,1,3,2,0,4,3,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,6,2014,17,2080,11206,350305,645282,54970,5.3875,168.4158653846154,310.23173076923075,26.427884615384617
1544,674,6357,1959,2n Cycle,Divorced,59052.0,0,1,2013-11-17,29,230,35,75,63,57,31,3,7,1,7,5,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,11,2013,17,1545,8722,268219,504397,41926,5.645307443365696,173.60453074433656,326.4705501618123,27.136569579288025
621,138,6365,1987,2n Cycle,Married,30390.0,0,0,2013-02-09,5,10,12,12,25,1,20,1,2,0,3,6,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,2,2013,9,622,3831,118152,230823,18747,6.159163987138264,189.95498392282957,371.0980707395498,30.139871382636656
951,1131,6374,1954,PhD,Married,36930.0,0,1,2013-05-17,50,223,2,31,0,2,39,5,5,2,4,8,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,5,2013,17,952,5593,175854,334056,27334,5.875,184.72058823529412,350.89915966386553,28.712184873949578
1400,1881,6376,1979,Graduation,Single,57537.0,1,0,2013-10-06,83,191,56,139,51,8,100,4,4,3,8,4,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,10,2013,6,1401,7974,246460,466047,38608,5.691648822269808,175.91720199857244,332.6531049250535,27.557458957887224
989,97,6379,1949,Master,Widow,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,1,0,False,False,False,False,False,False,True,False,False,False,False,True,False,5,2013,29,990,5785,184621,350134,28656,5.843434343434343,186.48585858585858,353.67070707070707,28.945454545454545
2110,2181,6382,1953,Graduation,Together,48794.0,1,1,2014-06-26,97,25,0,11,3,0,15,1,1,0,3,4,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,6,2014,26,2111,11346,355693,653155,55788,5.374703931785883,168.49502605400284,309.405495026054,26.42728564661298
2040,1750,6383,1971,PhD,Together,32892.0,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,5,2014,25,2041,11020,345500,634897,54057,5.399314061734444,169.27976482116608,311.07153356197944,26.485546300832926
2198,698,6384,1978,Graduation,Divorced,71022.0,0,1,2014-11-02,30,909,12,278,0,12,242,3,5,2,11,8,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,11,2014,2,2199,11728,367811,672525,57719,5.333333333333333,167.26284674852207,305.83219645293315,26.247839927239653
2152,890,6387,1976,PhD,Together,52190.0,1,1,2014-08-05,39,42,0,17,0,0,18,3,2,1,3,5,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,8,2014,5,2153,11519,361474,662322,56765,5.350209010682768,167.89317231769624,307.62749651648863,26.365536460752438
1890,54,6398,1974,Basic,Married,18393.0,1,0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,3,2014,29,1891,10358,325208,602974,51080,5.477525118984664,171.97673188789,318.865150713908,27.01216287678477
775,252,6404,1969,Graduation,Together,58917.0,1,2,2013-03-24,10,151,7,89,0,7,28,5,4,1,6,5,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,3,2013,24,776,4670,143245,279185,23222,6.018041237113402,184.59407216494844,359.77448453608247,29.925257731958762
1471,319,6406,1988,Master,Married,78285.0,0,0,2013-10-28,13,647,107,391,175,67,40,1,6,4,10,3,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,10,2013,28,1472,8349,256369,483355,40267,5.671875,174.16372282608697,328.3661684782609,27.355298913043477
952,423,6409,1967,Graduation,Divorced,57136.0,0,0,2013-05-18,18,267,140,599,34,12,127,1,7,5,7,6,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,5,2013,18,953,5599,176453,334323,27474,5.875131164742917,185.15529905561385,350.81112277019935,28.828961175236095
304,1932,6417,1971,Master,Together,80573.0,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,10,2012,14,305,1966,60489,118092,9481,6.445901639344262,198.32459016393443,387.18688524590164,31.085245901639343
729,749,6421,1961,Graduation,Together,88347.0,0,0,2013-03-07,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,3,2013,7,730,4394,138987,271059,22417,6.019178082191781,190.3931506849315,371.31369863013697,30.708219178082192
553,469,6422,1954,Graduation,Married,86718.0,0,0,2013-01-17,20,344,189,482,50,33,172,1,5,6,5,2,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,1,2013,17,554,3435,108207,209889,16812,6.200361010830325,195.31949458483754,378.8610108303249,30.346570397111915
1759,215,6424,1977,Graduation,Together,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,1,2014,30,1760,9742,307665,568939,48336,5.535227272727273,174.8096590909091,323.2607954545455,27.463636363636365
1838,842,6428,1950,PhD,Widow,76842.0,0,0,2014-03-05,37,605,10,345,84,54,32,1,1,8,7,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,3,2014,5,1839,10077,321742,592014,50507,5.479608482871126,174.95486677542144,321.9216965742251,27.464382816748234
692,328,6431,1964,PhD,Married,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,2,2013,23,693,4228,129005,254156,20855,6.101010101010101,186.15440115440114,366.74747474747477,30.093795093795094
1053,1807,6437,1985,2n Cycle,Single,41473.0,1,0,2013-06-19,80,21,8,20,15,3,9,1,2,0,3,7,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,6,2013,19,1054,6119,196281,365915,30001,5.80550284629981,186.22485768500948,347.1679316888046,28.46394686907021
146,860,6439,1958,Graduation,Married,61074.0,0,1,2012-08-17,37,789,0,133,0,28,152,7,11,5,8,7,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,8,2012,17,147,964,24910,53570,4252,6.557823129251701,169.45578231292518,364.421768707483,28.92517006802721
1131,1651,6445,1967,Graduation,Together,66825.0,0,0,2013-07-14,73,243,101,405,29,40,40,1,4,5,6,2,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,7,2013,14,1132,6563,206037,385158,31458,5.7977031802120145,182.01148409893992,340.24558303886926,27.789752650176677
2049,1726,6457,1976,Graduation,Divorced,64892.0,0,1,2014-05-29,77,527,24,230,32,24,65,2,6,4,12,4,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,5,2014,29,2050,11066,346308,636420,54194,5.398048780487805,168.93073170731708,310.44878048780487,26.43609756097561
1128,1764,6460,1982,Graduation,Married,28718.0,1,0,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,7,2013,13,1129,6547,205590,384780,31356,5.798937112488928,182.0992028343667,340.814880425155,27.773250664304694
956,1679,6461,1969,Master,Single,62772.0,0,1,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,5,2013,19,957,5615,177126,336241,27630,5.867293625914315,185.0846394984326,351.34900731452456,28.871473354231973
2222,504,6466,1965,PhD,Married,57236.0,1,1,2014-12-03,22,105,0,9,2,1,4,3,2,1,4,3,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,12,2014,3,2223,11841,371014,677509,58281,5.326585695006748,166.897885739991,304.7723796671165,26.21727395411606
1428,398,6471,1971,Master,Single,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,10,2013,17,1429,8124,249890,471490,39418,5.685094471658503,174.8705388383485,329.9440167949615,27.584324702589225
2063,1934,6488,1959,PhD,Married,38829.0,0,1,2014-06-04,86,76,0,7,0,0,16,1,3,2,2,5,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,6,2014,4,2064,11126,349086,641698,54655,5.390503875968992,169.13081395348837,310.9001937984496,26.48013565891473
108,760,6497,1960,Graduation,Married,51651.0,0,1,2012-07-11,32,293,6,23,13,6,92,4,6,2,5,8,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,7,2012,11,109,707,18762,38854,3273,6.486238532110092,172.12844036697248,356.45871559633025,30.027522935779817
1553,549,6504,1975,2n Cycle,Together,19789.0,1,0,2013-11-20,24,2,5,9,28,6,28,3,2,1,3,5,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,11,2013,20,1554,8771,269832,508089,42313,5.6441441441441444,173.63706563706563,326.9555984555985,27.22844272844273
839,381,6507,1980,Graduation,Single,30828.0,1,0,2013-04-10,16,16,11,15,2,0,12,2,1,1,4,3,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,4,2013,10,840,4993,155654,301944,24783,5.944047619047619,185.30238095238096,359.45714285714286,29.50357142857143
1034,2064,6515,1977,Graduation,Together,39771.0,1,0,2013-06-12,92,6,2,18,2,8,14,1,2,0,3,4,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,6,2013,12,1035,6007,194164,362301,29656,5.803864734299517,187.59806763285025,350.04927536231884,28.65314009661836
755,857,6516,1989,Basic,Married,17487.0,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,3,2013,18,756,4536,141303,274562,23010,6.0,186.90873015873015,363.17724867724866,30.436507936507937
1505,197,6518,1951,PhD,Widow,67680.0,0,1,2013-11-06,8,546,0,48,0,6,6,1,7,3,8,5,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,11,2013,6,1506,8529,263003,495216,41357,5.663346613545817,174.636786188579,328.82868525896413,27.46148738379814
1853,414,6521,1954,Graduation,Together,77972.0,0,0,2014-03-18,18,613,22,319,33,102,12,1,4,6,9,1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,3,2014,18,1854,10157,323557,596722,50937,5.478425026968717,174.51833872707658,321.85652642934195,27.47411003236246
1995,1689,6528,1982,Master,Together,18492.0,1,0,2014-05-06,75,2,2,2,2,1,1,1,1,0,2,8,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,5,2014,6,1996,10805,340147,624633,53446,5.413326653306613,170.41432865731463,312.9423847695391,26.776553106212425
1905,2116,6534,1974,Graduation,Together,47889.0,1,0,2014-04-01,94,29,0,29,0,5,4,1,2,0,3,5,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,4,2014,1,1906,10427,326896,606390,51218,5.470619097586569,171.50891920251837,318.14795383001047,26.871983210912905
541,1009,6543,1945,Master,Together,62847.0,0,0,2013-01-15,45,521,168,706,80,76,61,1,3,6,4,2,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,1,2013,15,542,3371,104576,205273,16081,6.219557195571956,192.94464944649445,378.73247232472323,29.669741697416974
2024,1419,6544,1949,PhD,Together,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,5,2014,22,2025,10946,343463,629754,53787,5.4054320987654325,169.61135802469136,310.98962962962963,26.561481481481483
787,2057,6565,1949,Master,Married,76995.0,0,1,2013-03-28,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,3,2013,28,788,4739,145832,283408,23545,6.0139593908629445,185.06598984771574,359.65482233502536,29.879441624365484
131,902,6566,1954,PhD,Married,72550.0,1,1,2012-08-11,39,826,50,317,50,38,38,9,5,2,12,8,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,8,2012,11,132,848,23091,48886,3945,6.424242424242424,174.9318181818182,370.3484848484849,29.886363636363637
788,2193,6568,1984,Graduation,Married,38680.0,1,0,2013-03-28,97,11,0,36,15,5,12,1,2,0,3,7,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,3,2013,28,789,4746,145868,283419,23545,6.015209125475285,184.8770595690748,359.212927756654,29.841571609632446
336,1169,6575,1981,Graduation,Together,56386.0,1,1,2012-10-27,51,230,48,214,13,32,75,8,9,1,7,9,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,10,2012,27,337,2166,65325,131808,10301,6.427299703264095,193.84272997032642,391.1216617210682,30.566765578635014
719,1235,6583,1955,2n Cycle,Married,72635.0,0,0,2013-03-06,54,390,22,323,104,35,107,1,6,8,6,3,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,3,2013,6,720,4358,135050,266275,21716,6.052777777777778,187.56944444444446,369.8263888888889,30.16111111111111
1573,1924,6605,1944,PhD,Divorced,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,11,2013,27,1574,8846,276838,517218,43066,5.62007623888183,175.88182973316393,328.6010165184244,27.360864040660736
805,275,6606,1969,Master,Married,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,3,2013,31,806,4831,149204,290854,24273,5.993796526054591,185.1166253101737,360.8610421836228,30.115384615384617
238,1462,6609,1966,Graduation,Widow,27038.0,0,0,2012-09-18,64,1,26,25,17,23,15,1,3,0,3,9,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False,9,2012,18,239,1575,43018,86506,7102,6.589958158995816,179.99163179916317,361.9497907949791,29.715481171548117
439,903,6613,1970,Master,Married,44511.0,1,0,2012-12-10,39,513,7,133,46,14,14,6,8,4,8,8,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,12,2012,10,440,2789,89573,177635,13267,6.338636363636364,203.575,403.71590909090907,30.152272727272727
1451,1053,6616,1975,Graduation,Together,59481.0,0,1,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,10,2013,23,1452,8253,252234,476772,39647,5.683884297520661,173.71487603305786,328.35537190082647,27.30509641873278
598,2058,6619,1978,Graduation,Married,38415.0,1,1,2013-02-01,91,22,1,13,4,0,4,2,1,0,3,7,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,2,2013,1,599,3712,112967,224647,18208,6.196994991652755,188.59265442404006,375.0367278797997,30.397328881469114
1108,1762,6634,1979,Master,Divorced,33462.0,1,0,2013-07-08,78,22,3,18,0,0,11,1,2,0,3,7,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,7,2013,8,1109,6448,202668,379920,30934,5.814247069431921,182.74842200180342,342.5788999098287,27.893597835888187
633,1022,6637,1988,Graduation,Single,66951.0,0,0,2013-02-11,46,277,162,305,173,76,124,1,3,4,7,1,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,2,2013,11,634,3886,119673,233623,19252,6.129337539432177,188.75867507886434,368.49053627760253,30.365930599369086
572,1137,6642,1961,Graduation,Divorced,27215.0,2,1,2013-01-23,50,30,5,22,8,9,28,4,2,1,4,6,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,1,2013,23,573,3560,110075,215987,17386,6.212914485165794,192.10296684118674,376.9406631762653,30.342059336823734
1688,516,6646,1984,Graduation,Together,16529.0,1,0,2014-01-03,23,3,0,5,13,0,1,1,1,0,3,6,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,1,2014,3,1689,9420,295096,550749,46022,5.577264653641207,174.71640023682653,326.0799289520426,27.248075784487863
2168,640,6652,1965,Graduation,Married,77343.0,0,0,2014-09-06,28,227,151,573,98,54,31,1,3,4,9,1,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,9,2014,6,2169,11583,364174,665320,57156,5.340248962655601,167.8994928538497,306.74043337943755,26.35131396957123
115,1642,6653,1970,PhD,Married,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True,7,2012,30,116,742,19560,41689,3520,6.396551724137931,168.6206896551724,359.38793103448273,30.344827586206897
1156,850,6658,1972,Graduation,Together,59868.0,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,7,2013,22,1157,6705,209211,393031,32184,5.795159896283492,180.8219533275713,339.6983578219533,27.81676750216076
418,1437,6661,1974,Graduation,Married,67445.0,0,1,2012-12-08,63,757,80,217,29,80,11,5,9,6,12,6,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,12,2012,8,419,2680,82268,167922,12258,6.39618138424821,196.3436754176611,400.7684964200477,29.255369928400956
1209,2171,6663,1940,PhD,Single,51141.0,0,0,2013-08-07,96,144,0,7,0,0,6,1,3,1,4,5,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,8,2013,7,1210,7010,216863,408383,33821,5.793388429752066,179.22561983471076,337.5066115702479,27.951239669421486
761,1163,6673,1965,Graduation,Single,23478.0,0,0,2013-03-19,51,28,6,27,12,17,39,1,3,0,3,8,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,3,2013,19,762,4574,141960,275683,23098,6.002624671916011,186.29921259842519,361.78871391076115,30.31233595800525
1886,136,6678,1989,Graduation,Together,31928.0,1,0,2014-03-28,5,33,4,24,4,2,5,2,3,0,4,7,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,3,2014,28,1887,10332,325138,602300,51054,5.475357710651828,172.30418653948067,319.18388977212504,27.055643879173292
2239,664,6679,1966,Graduation,Single,33279.0,0,0,2014-12-06,29,10,3,3,0,0,0,1,0,0,3,3,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,12,2014,6,2240,11909,373968,680816,58917,5.316517857142857,166.95,303.9357142857143,26.302232142857143
367,941,6682,1973,Basic,Married,18978.0,1,0,2012-11-12,41,2,8,1,4,7,15,1,1,0,3,8,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,11,2012,12,368,2361,72643,143790,11087,6.415760869565218,197.39945652173913,390.73369565217394,30.127717391304348
744,715,6690,1966,Master,Married,38179.0,1,1,2013-03-14,30,38,4,22,4,2,20,4,3,1,3,7,0,0,False,False,False,True,False,False,False,False,False,False,False,True,False,3,2013,14,745,4470,139942,272656,22575,6.0,187.84161073825504,365.98120805369126,30.302013422818792
1567,622,6694,1964,Graduation,Married,75236.0,0,1,2013-11-25,27,438,66,400,12,38,114,1,8,3,13,4,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,11,2013,25,1568,8819,275526,514683,42924,5.624362244897959,175.71811224489795,328.2417091836735,27.375
379,1910,6710,1951,Master,Single,58217.0,2,1,2012-11-17,84,68,1,13,3,5,13,1,2,0,4,6,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,11,2012,17,380,2438,75231,149897,11470,6.41578947368421,197.9763157894737,394.4657894736842,30.18421052631579
591,100,6715,1948,PhD,Single,60200.0,0,1,2013-02-01,3,502,19,132,0,6,26,6,6,2,11,6,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,2,2013,1,592,3673,112404,222560,17994,6.204391891891892,189.8716216216216,375.94594594594594,30.39527027027027
1423,264,6720,1968,Master,Together,43795.0,0,1,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7,1,0,False,False,False,False,False,True,False,False,False,False,False,True,False,10,2013,16,1424,8091,249734,471314,39395,5.68188202247191,175.375,330.97893258426967,27.66502808988764
1174,486,6721,1951,Graduation,Married,71965.0,0,1,2013-07-29,21,572,19,286,50,38,248,3,6,3,5,3,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,7,2013,29,1175,6805,212213,399487,32639,5.791489361702127,180.6068085106383,339.98893617021275,27.77787234042553
2115,2201,6722,1954,PhD,Married,70421.0,0,1,2014-06-28,98,479,28,136,75,14,35,3,10,3,7,6,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,6,2014,28,2116,11360,356416,654730,55920,5.368620037807183,168.43856332703214,309.4187145557656,26.427221172022684
180,886,6728,1985,Graduation,Together,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,8,2012,27,181,1201,31622,67367,5093,6.6353591160221,174.707182320442,372.1933701657459,28.138121546961326
276,2155,6729,1988,Graduation,Single,68655.0,0,0,2012-10-08,95,456,19,832,75,118,38,1,4,5,11,3,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,10,2012,8,277,1787,55831,108411,8700,6.451263537906137,201.55595667870037,391.3754512635379,31.407942238267147
39,2081,6730,1954,Graduation,Married,38998.0,1,1,2012-03-11,92,34,1,14,0,0,5,3,2,0,3,8,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,3,2012,11,40,262,5423,16274,1311,6.55,135.575,406.85,32.775
539,1866,6742,1979,Graduation,Married,17688.0,1,0,2013-01-13,82,2,2,1,3,1,2,1,1,0,2,8,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,1,2013,13,540,3361,103856,204733,15912,6.224074074074074,192.32592592592593,379.1351851851852,29.466666666666665
123,1775,6749,1966,Graduation,Single,86358.0,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,8,2012,8,124,794,22052,44950,3740,6.403225806451613,177.83870967741936,362.5,30.161290322580644
1586,1703,6768,1962,Graduation,Divorced,37859.0,1,2,2013-12-01,75,22,1,8,2,1,2,2,1,0,3,8,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,12,2013,1,1587,8921,278578,520413,43343,5.621298046628859,175.53749212350345,327.92249527410206,27.311279143037176
1246,139,6770,1985,Graduation,Married,21355.0,1,0,2013-08-20,5,5,13,14,0,5,31,2,2,1,2,6,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False,8,2013,20,1247,7185,223730,419902,34995,5.761828388131516,179.41459502806737,336.7297514033681,28.063352044907777
765,713,6798,1966,Graduation,Single,37070.0,1,1,2013-03-20,30,231,7,137,4,15,39,9,5,1,8,7,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,3,2013,20,766,4604,142172,276401,23115,6.010443864229765,185.60313315926894,360.8368146214099,30.176240208877285
982,1715,6810,1983,Graduation,Divorced,82025.0,0,0,2013-05-28,76,267,98,606,48,70,98,1,3,2,6,1,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,5,2013,28,983,5751,183924,348402,28542,5.850457782299085,187.10478128179045,354.4272634791455,29.03560528992879
2026,109,6815,1980,2n Cycle,Married,96547.0,0,0,2014-05-23,4,448,21,125,52,101,62,0,7,6,8,2,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,5,2014,23,2027,10950,344003,630494,53838,5.402072027627035,169.7104094721263,311.0478539713863,26.560434139121856
433,608,6818,1974,Graduation,Married,44989.0,0,1,2012-12-09,26,98,0,106,49,10,106,5,5,1,5,6,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False,12,2012,9,434,2755,87862,175336,13102,6.347926267281106,202.44700460829492,404.0,30.1889400921659
1002,1951,6825,1953,Graduation,Together,41452.0,1,1,2013-06-03,86,13,0,3,0,0,0,1,1,0,2,7,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,6,2013,3,1003,5848,188552,352467,28844,5.830508474576271,187.98803589232304,351.41276171485544,28.757726819541375
826,300,6853,1982,Master,Single,75777.0,0,0,2013-04-07,12,712,26,538,69,13,80,1,3,6,11,1,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,4,2013,7,827,4931,153973,298493,24691,5.962515114873035,186.1825876662636,360.9347037484885,29.856106408706168
32,1705,6856,1979,Graduation,Together,21645.0,1,0,2012-03-09,75,14,0,23,4,5,19,3,3,0,3,9,1,0,False,False,False,False,False,True,False,False,False,False,True,False,False,3,2012,9,33,211,5068,15694,1264,6.393939393939394,153.57575757575756,475.57575757575756,38.303030303030305
1216,702,6859,1987,Graduation,Single,29236.0,1,0,2013-08-10,30,37,4,24,16,9,9,2,4,0,3,9,0,0,False,False,False,False,True,False,False,False,False,False,True,False,False,8,2013,10,1217,7042,217930,410801,34182,5.786359901396877,179.07148726376334,337.5521774856204,28.08709942481512
2006,1466,6862,1971,Graduation,Divorced,1730.0,0,0,2014-05-18,65,1,1,3,1,1,1,15,0,0,0,20,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,5,2014,18,2007,10864,341509,627213,53587,5.413054309915297,170.1589436970603,312.51270553064273,26.700049825610364
